INDICATOR_CODE,INDICATOR_NAME,SOURCE_NOTE,SOURCE_ORGANIZATION
SE.XPD.CTOT.ZS,"Current education expenditure, total (% of total expenditure in public institutions)","Current expenditure is expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Current expenditure is consumed within the current year and would have to be renewed if needed in the following year. It includes staff compensation and current expenditure other than for staff compensation (ex. on teaching materials, ancillary services and administration).","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.XPD.CTER.ZS,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current expenditure is expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Current expenditure is consumed within the current year and would have to be renewed if needed in the following year. It includes staff compensation and current expenditure other than for staff compensation (ex. on teaching materials, ancillary services and administration).","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.XPD.CSEC.ZS,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current expenditure is expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Current expenditure is consumed within the current year and would have to be renewed if needed in the following year. It includes staff compensation and current expenditure other than for staff compensation (ex. on teaching materials, ancillary services and administration).","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.XPD.CPRM.ZS,"Current education expenditure, primary (% of total expenditure in primary public institutions)","Current expenditure is expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Current expenditure is consumed within the current year and would have to be renewed if needed in the following year. It includes staff compensation and current expenditure other than for staff compensation (ex. on teaching materials, ancillary services and administration).","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.TER.TCHR.FE.ZS,"Tertiary education, academic staff (% female)","Tertiary education, academic staff (% female) is the share of female academic staff in tertiary education.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.TER.ENRR.MA,"School enrollment, tertiary, male (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.TER.ENRR.FE,"School enrollment, tertiary, female (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.TER.ENRR,"Gross enrolment ratio, tertiary, both sexes (%)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.TER.ENRL.TC.ZS,"Pupil-teacher ratio, tertiary",Tertiary school pupil-teacher ratio is the average number of pupils per teacher in tertiary school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.TER.CUAT.ST.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.TER.CUAT.ST.MA.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.TER.CUAT.ST.FE.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
